minutes_watched,CLV,region,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8,country_region_0,country_region_1,country_region_2
43.0,63.63,2,False,False,True,False,False,False,False,False,False,False,True
2311.0,147.0,2,True,False,False,False,False,False,False,False,False,False,True
2387.0,207.57,1,False,False,False,False,False,True,False,False,False,True,False
2964.0,313.2,2,False,False,False,False,False,False,True,False,False,False,True
2931.0,184.44,2,True,False,False,False,False,False,False,False,False,False,True
1707.0,149.99,0,False,False,False,False,False,False,True,False,True,False,False
13349.0,64.8,2,False,False,True,False,False,False,False,False,False,False,True
2389.0,331.99,2,False,True,False,False,False,False,False,False,False,False,True
1242.0,331.99,0,False,False,True,False,False,False,False,False,True,False,False
997.0,149.72,0,False,False,True,False,False,False,False,False,True,False,False
2058.0,230.97,1,True,False,False,False,False,False,False,False,False,True,False
171.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
927.0,212.91,1,True,False,False,False,False,False,False,False,False,True,False
229.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
2575.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
26240.0,64.8,0,False,False,False,False,False,False,False,True,True,False,False
13035.0,365.71,1,False,False,False,True,False,False,False,False,False,True,False
1162.0,119.0,0,False,False,True,False,False,False,False,False,True,False,False
33.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
401.0,323.82,1,False,False,True,False,False,False,False,False,False,True,False
8273.0,207.37,1,False,False,True,False,False,False,False,False,False,True,False
3021.0,172.15,2,False,False,False,False,False,False,True,False,False,False,True
291.0,325.04,2,True,False,False,False,False,False,False,False,False,False,True
3500.0,62.58,2,False,True,False,False,False,False,False,False,False,False,True
7692.0,271.71,0,False,False,True,False,False,False,False,False,True,False,False
7638.0,184.64,2,False,False,True,False,False,False,False,False,False,False,True
14810.0,285.36,2,True,False,False,False,False,False,False,False,False,False,True
1187.0,360.88,1,False,False,False,False,False,False,True,False,False,True,False
55284.0,64.8,0,True,False,False,False,False,False,False,False,True,False,False
5849.0,342.2,2,False,False,True,False,False,False,False,False,False,False,True
3632.0,270.69,0,False,False,False,False,False,True,False,False,True,False,False
24213.0,199.49,2,False,False,False,True,False,False,False,False,False,False,True
357.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
5605.0,304.63,1,False,False,True,False,False,False,False,False,False,True,False
9074.0,119.0,0,False,True,False,False,False,False,False,False,True,False,False
3997.0,343.82,1,False,False,True,False,False,False,False,False,False,True,False
1443.0,313.77,2,False,False,False,False,False,False,True,False,False,False,True
1409.0,19.0,2,False,False,False,False,False,False,False,True,False,False,True
48.0,119.0,2,False,False,False,True,False,False,False,False,False,False,True
1268.0,313.26,2,True,False,False,False,False,False,False,False,False,False,True
46.0,63.63,2,False,False,False,True,False,False,False,False,False,False,True
8231.0,174.14,0,True,False,False,False,False,False,False,False,True,False,False
20799.0,174.0,0,True,False,False,False,False,False,False,False,True,False,False
957.0,269.98,0,False,False,False,False,False,False,True,False,True,False,False
348.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
2522.0,313.42,0,False,False,True,False,False,False,False,False,True,False,False
14187.0,267.48,0,False,False,True,False,False,False,False,False,True,False,False
3750.0,331.79,0,False,False,True,False,False,False,False,False,True,False,False
1407.0,146.93,0,True,False,False,False,False,False,False,False,True,False,False
1915.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
72.0,259.02,2,False,False,False,False,False,False,True,False,False,False,True
1354.0,119.0,2,False,False,False,False,False,False,False,True,False,False,True
263.0,182.51,1,False,False,False,False,False,True,False,False,False,True,False
585.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
1569.0,302.48,0,False,False,True,False,False,False,False,False,True,False,False
2031.0,174.0,0,True,False,False,False,False,False,False,False,True,False,False
3468.0,443.98,0,False,False,True,False,False,False,False,False,True,False,False
247.0,119.0,0,False,False,True,False,False,False,False,False,True,False,False
1231.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
54.0,49.5,0,True,False,False,False,False,False,False,False,True,False,False
289.0,121.0,2,True,False,False,False,False,False,False,False,False,False,True
444.0,77.3,2,False,False,False,True,False,False,False,False,False,False,True
423.0,36.0,0,False,False,False,False,False,False,False,True,True,False,False
629.0,150.24,2,False,False,True,False,False,False,False,False,False,False,True
507.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
2483.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
8867.0,245.98,2,True,False,False,False,False,False,False,False,False,False,True
32131.0,292.6,1,False,False,True,False,False,False,False,False,False,True,False
2623.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
909.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
21279.0,269.98,2,False,False,False,False,False,False,True,False,False,False,True
356.0,149.99,2,False,False,False,False,False,True,False,False,False,False,True
8022.0,48.6,0,False,False,True,False,False,False,False,False,True,False,False
1502.0,269.98,2,False,True,False,False,False,False,False,False,False,False,True
94.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
32947.0,217.18,2,False,False,False,False,False,True,False,False,False,False,True
9723.0,157.2,2,False,False,False,False,False,True,False,False,False,False,True
20292.0,245.98,2,False,False,False,False,False,False,False,True,False,False,True
3704.0,61.2,2,True,False,False,False,False,False,False,False,False,False,True
9930.0,62.58,2,False,False,False,True,False,False,False,False,False,False,True
1869.0,149.99,2,False,False,False,False,False,True,False,False,False,False,True
2283.0,246.42,0,False,False,True,False,False,False,False,False,True,False,False
780.0,149.99,2,False,True,False,False,False,False,False,False,False,False,True
34.0,358.0,1,False,True,False,False,False,False,False,False,False,True,False
771.0,162.37,2,False,True,False,False,False,False,False,False,False,False,True
12035.0,217.44,2,True,False,False,False,False,False,False,False,False,False,True
364.0,62.58,2,False,False,False,True,False,False,False,False,False,False,True
163.0,270.04,2,False,False,False,True,False,False,False,False,False,False,True
3001.0,24.71,2,True,False,False,False,False,False,False,False,False,False,True
19622.0,245.98,2,False,False,True,False,False,False,False,False,False,False,True
4384.0,245.98,2,True,False,False,False,False,False,False,False,False,False,True
1224.0,269.98,2,False,False,True,False,False,False,False,False,False,False,True
538.0,149.99,2,False,False,False,False,False,True,False,False,False,False,True
1116.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
1518.0,150.44,0,True,False,False,False,False,False,False,False,True,False,False
0.0,300.06,0,False,False,False,True,False,False,False,False,True,False,False
189.0,150.19,2,False,False,True,False,False,False,False,False,False,False,True
2781.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
484.0,9.5,2,True,False,False,False,False,False,False,False,False,False,True
1416.0,19.0,2,False,False,True,False,False,False,False,False,False,False,True
831.0,149.99,2,False,True,False,False,False,False,False,False,False,False,True
1852.0,62.58,2,False,False,True,False,False,False,False,False,False,False,True
176.0,36.0,2,False,False,True,False,False,False,False,False,False,False,True
488.0,121.0,0,True,False,False,False,False,False,False,False,True,False,False
25571.0,144.0,0,False,False,True,False,False,False,False,False,True,False,False
616.0,348.13,0,False,False,True,False,False,False,False,False,True,False,False
694.0,184.44,2,False,True,False,False,False,False,False,False,False,False,True
1512.0,174.61,2,False,False,False,True,False,False,False,False,False,False,True
929.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
3153.0,99.0,1,True,False,False,False,False,False,False,False,False,True,False
14177.0,230.35,0,True,False,False,False,False,False,False,False,True,False,False
1914.0,174.0,2,True,False,False,False,False,False,False,False,False,False,True
382.0,174.0,0,True,False,False,False,False,False,False,False,True,False,False
81.0,331.99,0,False,False,True,False,False,False,False,False,True,False,False
1827.0,149.99,2,False,False,False,False,False,False,False,True,False,False,True
1548.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
5193.0,174.62,0,False,False,True,False,False,False,False,False,True,False,False
26.0,149.99,0,False,False,True,False,False,False,False,False,True,False,False
756.0,174.0,1,False,False,False,True,False,False,False,False,False,True,False
5454.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
620.0,184.44,0,True,False,False,False,False,False,False,False,True,False,False
229.0,174.0,0,False,False,False,True,False,False,False,False,True,False,False
371.0,173.99,2,True,False,False,False,False,False,False,False,False,False,True
1517.0,173.59,0,False,False,False,False,False,False,False,True,True,False,False
188.0,119.0,0,False,False,False,True,False,False,False,False,True,False,False
1360.0,174.0,2,False,True,False,False,False,False,False,False,False,False,True
11949.0,378.8,1,False,True,False,False,False,False,False,False,False,True,False
749.0,172.8,0,False,False,False,False,False,False,True,False,True,False,False
46.0,145.67,1,True,False,False,False,False,False,False,False,False,True,False
2252.0,394.64,1,True,False,False,False,False,False,False,False,False,True,False
15353.0,626.4,2,False,False,True,False,False,False,False,False,False,False,True
8623.0,335.41,1,True,False,False,False,False,False,False,False,False,True,False
920.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
654.0,141.12,2,False,False,False,True,False,False,False,False,False,False,True
115.0,147.12,2,False,False,True,False,False,False,False,False,False,False,True
173.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
1749.0,182.16,1,False,False,True,False,False,False,False,False,False,True,False
520.0,178.03,1,False,False,False,False,False,False,True,False,False,True,False
2729.0,413.78,1,False,False,False,False,False,False,True,False,False,True,False
491.0,72.56,2,False,False,False,False,False,False,True,False,False,False,True
1335.0,174.0,2,False,False,True,False,False,False,False,False,False,False,True
5306.0,270.4,1,False,False,True,False,False,False,False,False,False,True,False
5561.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
3697.0,64.8,0,False,False,True,False,False,False,False,False,True,False,False
989.0,181.12,1,True,False,False,False,False,False,False,False,False,True,False
2938.0,82.05,2,False,False,False,False,False,False,True,False,False,False,True
446.0,62.22,2,False,False,False,False,False,True,False,False,False,False,True
3562.0,90.86,2,True,False,False,False,False,False,False,False,False,False,True
314.0,49.5,0,False,False,True,False,False,False,False,False,True,False,False
417.0,222.32,1,False,False,True,False,False,False,False,False,False,True,False
234.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
714.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
65.0,129.6,2,True,False,False,False,False,False,False,False,False,False,True
2512.0,174.0,2,False,False,True,False,False,False,False,False,False,False,True
12723.0,373.73,2,False,False,True,False,False,False,False,False,False,False,True
7207.0,173.5,0,False,False,False,False,False,False,False,True,True,False,False
14553.0,441.9,1,True,False,False,False,False,False,False,False,False,True,False
1394.0,240.0,2,False,False,True,False,False,False,False,False,False,False,True
3767.0,174.0,2,False,False,True,False,False,False,False,False,False,False,True
292.0,187.95,1,False,False,True,False,False,False,False,False,False,True,False
40488.0,185.7,0,False,False,False,False,False,False,True,False,True,False,False
14621.0,18.0,2,False,False,False,True,False,False,False,False,False,False,True
913.0,184.14,1,False,False,False,True,False,False,False,False,False,True,False
133.0,62.57,2,False,False,False,False,False,False,True,False,False,False,True
2085.0,273.0,0,False,False,True,False,False,False,False,False,True,False,False
643.0,174.0,0,True,False,False,False,False,False,False,False,True,False,False
8289.0,211.44,2,False,False,True,False,False,False,False,False,False,False,True
1164.0,149.99,1,False,False,True,False,False,False,False,False,False,True,False
186.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
1.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
686.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
901.0,133.0,0,True,False,False,False,False,False,False,False,True,False,False
1750.0,173.45,0,False,False,True,False,False,False,False,False,True,False,False
89.0,184.51,0,True,False,False,False,False,False,False,False,True,False,False
461.0,184.44,0,False,False,False,False,False,False,True,False,True,False,False
5156.0,106.1,0,False,False,False,True,False,False,False,False,True,False,False
41.0,62.58,2,False,False,False,False,False,True,False,False,False,False,True
1653.0,91.5,2,False,False,True,False,False,False,False,False,False,False,True
1606.0,149.8,1,True,False,False,False,False,False,False,False,False,True,False
631.0,240.0,0,False,False,False,False,False,False,True,False,True,False,False
1614.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
1028.0,149.98,2,True,False,False,False,False,False,False,False,False,False,True
1675.0,119.0,2,False,False,False,True,False,False,False,False,False,False,True
918.0,68.36,2,False,False,False,False,False,False,True,False,False,False,True
1861.0,149.99,0,False,False,True,False,False,False,False,False,True,False,False
2595.0,149.66,2,False,False,True,False,False,False,False,False,False,False,True
2239.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
203.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
152.0,149.99,2,False,False,False,True,False,False,False,False,False,False,True
1055.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
653.0,30.0,2,False,False,True,False,False,False,False,False,False,False,True
914.0,149.99,0,False,False,False,True,False,False,False,False,True,False,False
380.0,149.99,0,True,False,False,False,False,False,False,False,True,False,False
1379.0,149.99,2,False,False,False,False,False,False,True,False,False,False,True
674.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
1743.0,149.99,0,False,False,True,False,False,False,False,False,True,False,False
5004.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
5357.0,149.74,0,True,False,False,False,False,False,False,False,True,False,False
4587.0,133.75,1,False,False,True,False,False,False,False,False,False,True,False
539.0,149.99,0,False,False,True,False,False,False,False,False,True,False,False
826.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
396.0,178.14,1,False,False,True,False,False,False,False,False,False,True,False
836.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
11346.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
983.0,150.0,0,False,False,False,False,False,True,False,False,True,False,False
476.0,149.99,2,False,False,False,False,False,False,False,True,False,False,True
1785.0,10.0,1,False,True,False,False,False,False,False,False,False,True,False
125.0,149.99,0,False,False,True,False,False,False,False,False,True,False,False
68.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
409.0,178.8,1,False,False,True,False,False,False,False,False,False,True,False
321.0,138.0,0,True,False,False,False,False,False,False,False,True,False,False
666.0,150.13,2,True,False,False,False,False,False,False,False,False,False,True
150.0,150.28,0,False,True,False,False,False,False,False,False,True,False,False
320.0,79.41,2,False,False,True,False,False,False,False,False,False,False,True
3230.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
3461.0,239.96,1,False,False,True,False,False,False,False,False,False,True,False
220.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
1127.0,174.28,0,False,False,True,False,False,False,False,False,True,False,False
289.0,62.58,2,False,False,True,False,False,False,False,False,False,False,True
372.0,27.0,2,False,False,False,False,False,True,False,False,False,False,True
3702.0,174.0,2,False,False,False,False,False,False,True,False,False,False,True
130.0,181.95,1,False,True,False,False,False,False,False,False,False,True,False
544.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
1305.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
2505.0,212.97,1,True,False,False,False,False,False,False,False,False,True,False
263.0,149.99,0,False,False,False,False,False,False,True,False,True,False,False
110.0,174.0,0,False,False,False,False,False,False,True,False,True,False,False
0.0,183.92,0,False,False,True,False,False,False,False,False,True,False,False
1283.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
1741.0,62.58,2,False,False,True,False,False,False,False,False,False,False,True
21.0,137.99,0,False,False,False,False,False,False,True,False,True,False,False
6132.0,174.0,2,True,False,False,False,False,False,False,False,False,False,True
12677.0,150.42,0,False,False,True,False,False,False,False,False,True,False,False
661.0,186.9,0,False,False,True,False,False,False,False,False,True,False,False
148.0,62.56,2,False,False,True,False,False,False,False,False,False,False,True
1972.0,184.04,0,False,False,False,False,False,True,False,False,True,False,False
4440.0,138.0,0,True,False,False,False,False,False,False,False,True,False,False
198.0,141.26,1,False,False,True,False,False,False,False,False,False,True,False
3555.0,184.44,2,False,False,True,False,False,False,False,False,False,False,True
1615.0,149.99,2,True,False,False,False,False,False,False,False,False,False,True
339.0,212.94,1,False,False,False,False,False,True,False,False,False,True,False
202.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
536.0,62.58,2,False,True,False,False,False,False,False,False,False,False,True
190.0,174.0,2,False,False,False,False,False,False,True,False,False,False,True
785.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
108329.0,344.4,2,False,False,True,False,False,False,False,False,False,False,True
28815.0,269.67,1,False,False,False,False,False,False,False,True,False,True,False
366.0,137.98,0,True,False,False,False,False,False,False,False,True,False,False
0.0,43.82,1,False,False,True,False,False,False,False,False,False,True,False
1146.0,174.0,2,False,False,True,False,False,False,False,False,False,False,True
10438.0,55.0,2,False,False,True,False,False,False,False,False,False,False,True
1171.0,174.22,2,False,False,False,True,False,False,False,False,False,False,True
1132.0,221.47,1,False,False,False,False,False,False,True,False,False,True,False
514.0,184.45,2,True,False,False,False,False,False,False,False,False,False,True
5018.0,184.44,0,True,False,False,False,False,False,False,False,True,False,False
827.0,184.44,2,False,False,False,False,False,False,True,False,False,False,True
10796.0,64.8,2,True,False,False,False,False,False,False,False,False,False,True
1277.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
3076.0,182.55,0,False,False,False,True,False,False,False,False,True,False,False
8158.0,174.0,2,False,False,True,False,False,False,False,False,False,False,True
530.0,34.2,2,False,False,False,False,False,False,True,False,False,False,True
761.0,174.47,0,False,False,True,False,False,False,False,False,True,False,False
504.0,184.44,0,False,False,True,False,False,False,False,False,True,False,False
692.0,144.45,1,False,False,False,False,False,True,False,False,False,True,False
429.0,142.15,1,False,False,False,False,False,False,False,True,False,True,False
2377.0,65.88,2,False,False,False,False,True,False,False,False,False,False,True
7800.0,209.92,1,False,False,True,False,False,False,False,False,False,True,False
577.0,62.58,2,False,False,False,True,False,False,False,False,False,False,True
372.0,178.91,1,False,False,False,False,False,False,True,False,False,True,False
402.0,122.56,1,True,False,False,False,False,False,False,False,False,True,False
697.0,174.0,0,False,False,True,False,False,False,False,False,True,False,False
2383.0,168.23,2,False,False,True,False,False,False,False,False,False,False,True
277.0,36.19,0,False,False,True,False,False,False,False,False,True,False,False
588.0,285.23,1,False,False,False,True,False,False,False,False,False,True,False
742.0,86.25,2,False,False,False,True,False,False,False,False,False,False,True
17266.0,184.8,1,False,False,False,False,False,True,False,False,False,True,False
2303.0,174.0,0,True,False,False,False,False,False,False,False,True,False,False
11916.0,64.8,0,True,False,False,False,False,False,False,False,True,False,False
2659.0,155.0,2,False,False,False,False,False,False,True,False,False,False,True
499.0,36.0,2,False,False,False,True,False,False,False,False,False,False,True
18983.0,209.78,1,False,False,False,False,False,True,False,False,False,True,False
1373.0,61.2,2,False,False,True,False,False,False,False,False,False,False,True
15877.0,59.04,0,False,False,True,False,False,False,False,False,True,False,False
1904.0,62.58,2,True,False,False,False,False,False,False,False,False,False,True
1322.0,86.25,2,True,False,False,False,False,False,False,False,False,False,True
45.0,174.0,0,False,True,False,False,False,False,False,False,True,False,False
714.0,177.69,1,False,False,True,False,False,False,False,False,False,True,False
1804.0,149.98,2,True,False,False,False,False,False,False,False,False,False,True
3216.0,93.67,2,True,False,False,False,False,False,False,False,False,False,True
144.0,143.28,2,True,False,False,False,False,False,False,False,False,False,True
1383.0,243.14,1,False,True,False,False,False,False,False,False,False,True,False
47.0,212.76,1,True,False,False,False,False,False,False,False,False,True,False
289.0,118.58,0,False,True,False,False,False,False,False,False,True,False,False
2238.0,128.36,1,False,False,True,False,False,False,False,False,False,True,False
457.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
1995.0,62.58,2,False,False,False,False,False,False,False,True,False,False,True
27636.0,136.21,1,True,False,False,False,False,False,False,False,False,True,False
58.0,36.0,2,True,False,False,False,False,False,False,False,False,False,True
13482.0,64.8,2,False,False,True,False,False,False,False,False,False,False,True
89.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
468.0,149.99,2,False,False,True,False,False,False,False,False,False,False,True
143.0,178.24,1,False,False,True,False,False,False,False,False,False,True,False
3570.0,209.29,1,True,False,False,False,False,False,False,False,False,True,False
497.0,174.0,0,False,True,False,False,False,False,False,False,True,False,False
0.0,4.19,2,False,False,True,False,False,False,False,False,False,False,True
